table_id,calendar_year,recid,symbol,page,schedule_number,base_schedule_number,fund_code,fund_name,table_kind,column_boundaries,row_count,csv_path
2022-p016-financial-position-1.3-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,16,1.3,1.3,CIB,Trust Fund in Support of the Construction and Renovation of the United Nations Compound in Baghdad,financial_position,"[0.0, 298.72, 391.22, 492.26, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p016-financial-position-1.3-y138.csv
2022-p017-financial-performance-1.3-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,17,1.3,1.3,CIB,Trust Fund in Support of the Construction and Renovation of the United Nations Compound in Baghdad,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p017-financial-performance-1.3-y115.csv
2022-p018-financial-position-1.4-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,18,1.4,1.4,CPK,Trust Fund in Support Peacekeeping Activities,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p018-financial-position-1.4-y138.csv
2022-p019-financial-performance-1.4-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,19,1.4,1.4,CPK,Trust Fund in Support Peacekeeping Activities,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p019-financial-performance-1.4-y115.csv
2022-p020-voluntary-contribution-1.4.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,20,1.4.1,1.4,CPK,Trust Fund in Support Peacekeeping Activities,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",8,data/trust-fund-schedules/stage1/tables/2022-p020-voluntary-contribution-1.4.1-y078.csv
2022-p021-financial-position-1.5-y139,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,21,1.5,1.5,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p021-financial-position-1.5-y139.csv
2022-p022-financial-performance-1.5-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,22,1.5,1.5,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p022-financial-performance-1.5-y115.csv
2022-p023-voluntary-contribution-1.5.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,23,1.5.1,1.5,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",9,data/trust-fund-schedules/stage1/tables/2022-p023-voluntary-contribution-1.5.1-y078.csv
2022-p024-financial-position-1.6-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,24,1.6,1.6,CTI,Trust Fund for Counter-Terrorism,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",41,data/trust-fund-schedules/stage1/tables/2022-p024-financial-position-1.6-y138.csv
2022-p025-financial-performance-1.6-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,25,1.6,1.6,CTI,Trust Fund for Counter-Terrorism,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",20,data/trust-fund-schedules/stage1/tables/2022-p025-financial-performance-1.6-y115.csv
2022-p026-voluntary-contribution-receivable-1.6.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,26,1.6.1,1.6,CTI,Trust Fund for Counter-Terrorism,voluntary_contribution_receivable,"[0.0, 270.51, 342.11, 419.03, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p026-voluntary-contribution-receivable-1.6.1-y078.csv
2022-p026-voluntary-contribution-1.6.1-y253,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,26,1.6.1,1.6,CTI,Trust Fund for Counter-Terrorism,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",33,data/trust-fund-schedules/stage1/tables/2022-p026-voluntary-contribution-1.6.1-y253.csv
2022-p026-other-transfer-allocation-contributions-1.6.1-y542,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,26,1.6.1,1.6,CTI,Trust Fund for Counter-Terrorism,other_transfer_allocation_contributions,"[0.0, 270.46, 342.12, 417.48, 613.0]",4,data/trust-fund-schedules/stage1/tables/2022-p026-other-transfer-allocation-contributions-1.6.1-y542.csv
2022-p026-other-transfer-allocation-internal-transfers-1.6.1-y579,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,26,1.6.1,1.6,CTI,Trust Fund for Counter-Terrorism,other_transfer_allocation_internal_transfers,"[0.0, 270.46, 342.12, 417.48, 613.0]",5,data/trust-fund-schedules/stage1/tables/2022-p026-other-transfer-allocation-internal-transfers-1.6.1-y579.csv
2022-p027-financial-position-1.7-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,27,1.7,1.7,CYP,Trust Fund to Support Peace and Security in Cyprus,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p027-financial-position-1.7-y138.csv
2022-p028-financial-performance-1.7-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,28,1.7,1.7,CYP,Trust Fund to Support Peace and Security in Cyprus,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p028-financial-performance-1.7-y115.csv
2022-p029-financial-position-1.8-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,29,1.8,1.8,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p029-financial-position-1.8-y138.csv
2022-p030-financial-performance-1.8-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,30,1.8,1.8,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p030-financial-performance-1.8-y115.csv
2022-p031-voluntary-contribution-1.8.1-y076,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,31,1.8.1,1.8,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,voluntary_contribution,"[0.0, 275.92, 357.58, 429.35, 492.82, 613.0]",14,data/trust-fund-schedules/stage1/tables/2022-p031-voluntary-contribution-1.8.1-y076.csv
2022-p032-financial-position-1.9-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,32,1.9,1.9,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p032-financial-position-1.9-y138.csv
2022-p033-financial-performance-1.9-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,33,1.9,1.9,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p033-financial-performance-1.9-y115.csv
2022-p034-voluntary-contribution-receivable-1.9.1-y076,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,34,1.9.1,1.9,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",voluntary_contribution_receivable,"[0.0, 283.45, 350.49, 422.44, 613.0]",10,data/trust-fund-schedules/stage1/tables/2022-p034-voluntary-contribution-receivable-1.9.1-y076.csv
2022-p034-voluntary-contribution-1.9.1-y176,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,34,1.9.1,1.9,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",voluntary_contribution,"[0.0, 276.9, 357.17, 427.69, 490.08, 613.0]",20,data/trust-fund-schedules/stage1/tables/2022-p034-voluntary-contribution-1.9.1-y176.csv
2022-p034-other-transfer-allocation-contributions-1.9.1-y355,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,34,1.9.1,1.9,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",other_transfer_allocation_contributions,"[0.0, 283.43, 350.46, 420.99, 613.0]",4,data/trust-fund-schedules/stage1/tables/2022-p034-other-transfer-allocation-contributions-1.9.1-y355.csv
2022-p035-financial-position-1.10-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,35,1.10,1.10,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p035-financial-position-1.10-y138.csv
2022-p036-financial-performance-1.10-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,36,1.10,1.10,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p036-financial-performance-1.10-y115.csv
2022-p037-voluntary-contribution-1.10.1-y076,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,37,1.10.1,1.10,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,voluntary_contribution,"[0.0, 276.9, 357.17, 427.69, 490.08, 613.0]",11,data/trust-fund-schedules/stage1/tables/2022-p037-voluntary-contribution-1.10.1-y076.csv
2022-p038-financial-position-1.11-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,38,1.11,1.11,DGA,Trust Fund for Global and Regional Disarmament Activities,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",41,data/trust-fund-schedules/stage1/tables/2022-p038-financial-position-1.11-y138.csv
2022-p039-financial-performance-1.11-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,39,1.11,1.11,DGA,Trust Fund for Global and Regional Disarmament Activities,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p039-financial-performance-1.11-y115.csv
2022-p040-voluntary-contribution-receivable-1.11.1-y076,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,40,1.11.1,1.11,DGA,Trust Fund for Global and Regional Disarmament Activities,voluntary_contribution_receivable,"[0.0, 283.45, 350.49, 422.44, 613.0]",16,data/trust-fund-schedules/stage1/tables/2022-p040-voluntary-contribution-receivable-1.11.1-y076.csv
2022-p040-voluntary-contribution-1.11.1-y219,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,40,1.11.1,1.11,DGA,Trust Fund for Global and Regional Disarmament Activities,voluntary_contribution,"[0.0, 276.9, 357.17, 427.69, 490.08, 613.0]",27,data/trust-fund-schedules/stage1/tables/2022-p040-voluntary-contribution-1.11.1-y219.csv
2022-p041-financial-position-1.12-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,41,1.12,1.12,DGT,Sub-account for Supporting the Implementation of the Arms Trade Treaty and Programme of Action,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p041-financial-position-1.12-y138.csv
2022-p042-financial-performance-1.12-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,42,1.12,1.12,DGT,Sub-account for Supporting the Implementation of the Arms Trade Treaty and Programme of Action,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p042-financial-performance-1.12-y115.csv
2022-p043-voluntary-contribution-receivable-1.12.1-y076,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,43,1.12.1,1.12,DGT,Sub-account for Supporting the Implementation of the Arms Trade Treaty and Programme of Action,voluntary_contribution_receivable,"[0.0, 283.45, 350.49, 422.44, 613.0]",6,data/trust-fund-schedules/stage1/tables/2022-p043-voluntary-contribution-receivable-1.12.1-y076.csv
2022-p043-voluntary-contribution-1.12.1-y148,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,43,1.12.1,1.12,DGT,Sub-account for Supporting the Implementation of the Arms Trade Treaty and Programme of Action,voluntary_contribution,"[0.0, 276.9, 357.17, 427.69, 490.08, 613.0]",9,data/trust-fund-schedules/stage1/tables/2022-p043-voluntary-contribution-1.12.1-y148.csv
2022-p044-financial-position-1.13-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,44,1.13,1.13,DJA,Trust Fund for the Establishment of a Joint Investigative Mechanism (gfj) Pursuant to rkp`o OOPR (OMNR),financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p044-financial-position-1.13-y138.csv
2022-p045-financial-performance-1.13-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,45,1.13,1.13,DJA,Trust Fund for the Establishment of a Joint Investigative Mechanism (gfj) Pursuant to rkp`o OOPR (OMNR),financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p045-financial-performance-1.13-y115.csv
2022-p046-financial-position-1.14-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,46,1.14,1.14,DRA,United Nations Institute for Disarmament Research,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",41,data/trust-fund-schedules/stage1/tables/2022-p046-financial-position-1.14-y138.csv
2022-p047-financial-performance-1.14-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,47,1.14,1.14,DRA,United Nations Institute for Disarmament Research,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p047-financial-performance-1.14-y115.csv
2022-p048-voluntary-contribution-receivable-1.14.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,48,1.14.1,1.14,DRA,United Nations Institute for Disarmament Research,voluntary_contribution_receivable,"[0.0, 270.51, 342.11, 419.03, 613.0]",20,data/trust-fund-schedules/stage1/tables/2022-p048-voluntary-contribution-receivable-1.14.1-y078.csv
2022-p048-voluntary-contribution-1.14.1-y260,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,48,1.14.1,1.14,DRA,United Nations Institute for Disarmament Research,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p048-voluntary-contribution-1.14.1-y260.csv
2022-p048-other-transfer-allocation-contributions-1.14.1-y602,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,48,1.14.1,1.14,DRA,United Nations Institute for Disarmament Research,other_transfer_allocation_contributions,"[0.0, 270.46, 342.12, 417.48, 613.0]",3,data/trust-fund-schedules/stage1/tables/2022-p048-other-transfer-allocation-contributions-1.14.1-y602.csv
2022-p048-other-transfer-allocation-internal-transfers-1.14.1-y632,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,48,1.14.1,1.14,DRA,United Nations Institute for Disarmament Research,other_transfer_allocation_internal_transfers,"[0.0, 270.46, 342.12, 417.48, 613.0]",6,data/trust-fund-schedules/stage1/tables/2022-p048-other-transfer-allocation-internal-transfers-1.14.1-y632.csv
2022-p049-financial-position-1.16-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,49,1.16,1.16,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p049-financial-position-1.16-y138.csv
2022-p050-financial-performance-1.16-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,50,1.16,1.16,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p050-financial-performance-1.16-y115.csv
2022-p051-voluntary-contribution-receivable-1.16.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,51,1.16.1,1.16,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,voluntary_contribution_receivable,"[0.0, 270.51, 342.11, 419.03, 613.0]",6,data/trust-fund-schedules/stage1/tables/2022-p051-voluntary-contribution-receivable-1.16.1-y078.csv
2022-p051-voluntary-contribution-1.16.1-y155,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,51,1.16.1,1.16,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",8,data/trust-fund-schedules/stage1/tables/2022-p051-voluntary-contribution-1.16.1-y155.csv
2022-p052-financial-position-1.17-y139,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,52,1.17,1.17,GYA,Trust Fund for United Nations Integrated Peace Building Office in Guinea Bissau (UNIOGBIS),financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p052-financial-position-1.17-y139.csv
2022-p053-financial-performance-1.17-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,53,1.17,1.17,GYA,Trust Fund for United Nations Integrated Peace Building Office in Guinea Bissau (UNIOGBIS),financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p053-financial-performance-1.17-y115.csv
2022-p054-financial-position-1.18-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,54,1.18,1.18,HKA,Trust Fund in Support of the Political Transition in Haiti,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p054-financial-position-1.18-y138.csv
2022-p055-financial-performance-1.18-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,55,1.18,1.18,HKA,Trust Fund in Support of the Political Transition in Haiti,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p055-financial-performance-1.18-y115.csv
2022-p056-financial-position-1.19-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,56,1.19,1.19,JMS,Trust Fund for the AU-UN Joint Mediation Support Team (JMST) for Darfur,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p056-financial-position-1.19-y138.csv
2022-p057-financial-performance-1.19-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,57,1.19,1.19,JMS,Trust Fund for the AU-UN Joint Mediation Support Team (JMST) for Darfur,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p057-financial-performance-1.19-y115.csv
2022-p058-financial-position-1.20-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,58,1.20,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,financial_position,"[0.0, 277.53, 380.63, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p058-financial-position-1.20-y138.csv
2022-p059-financial-performance-1.20-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,59,1.20,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,financial_performance,"[0.0, 277.53, 380.66, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p059-financial-performance-1.20-y115.csv
2022-p060-voluntary-contribution-receivable-1.20.1-y078,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,60,1.20.1,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,voluntary_contribution_receivable,"[0.0, 270.51, 342.11, 419.03, 613.0]",11,data/trust-fund-schedules/stage1/tables/2022-p060-voluntary-contribution-receivable-1.20.1-y078.csv
2022-p060-voluntary-contribution-1.20.1-y192,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,60,1.20.1,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,voluntary_contribution,"[0.0, 263.3, 349.28, 424.68, 491.33, 613.0]",26,data/trust-fund-schedules/stage1/tables/2022-p060-voluntary-contribution-1.20.1-y192.csv
2022-p060-other-transfer-allocation-contributions-1.20.1-y429,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,60,1.20.1,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,other_transfer_allocation_contributions,"[0.0, 270.46, 342.12, 417.48, 613.0]",3,data/trust-fund-schedules/stage1/tables/2022-p060-other-transfer-allocation-contributions-1.20.1-y429.csv
2022-p060-other-transfer-allocation-internal-transfers-1.20.1-y458,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,60,1.20.1,1.20,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,other_transfer_allocation_internal_transfers,"[0.0, 270.46, 342.12, 417.48, 613.0]",6,data/trust-fund-schedules/stage1/tables/2022-p060-other-transfer-allocation-internal-transfers-1.20.1-y458.csv
2022-p061-financial-position-1.21-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,61,1.21,1.21,LPD,Trust Fund to Support Lasting Peace in Darfur,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p061-financial-position-1.21-y138.csv
2022-p062-financial-performance-1.21-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,62,1.21,1.21,LPD,Trust Fund to Support Lasting Peace in Darfur,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p062-financial-performance-1.21-y115.csv
2022-p063-financial-position-1.22-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,63,1.22,1.22,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p063-financial-position-1.22-y138.csv
2022-p064-financial-performance-1.22-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,64,1.22,1.22,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p064-financial-performance-1.22-y115.csv
2022-p065-financial-position-1.23-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,65,1.23,1.23,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p065-financial-position-1.23-y138.csv
2022-p066-financial-performance-1.23-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,66,1.23,1.23,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p066-financial-performance-1.23-y115.csv
2022-p067-financial-position-1.24-y138,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,67,1.24,1.24,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,financial_position,"[0.0, 298.72, 391.22, 491.9, 613.0]",40,data/trust-fund-schedules/stage1/tables/2022-p067-financial-position-1.24-y138.csv
2022-p068-financial-performance-1.24-y115,2022,4017052.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2022,68,1.24,1.24,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,financial_performance,"[0.0, 298.79, 391.29, 492.32, 613.0]",19,data/trust-fund-schedules/stage1/tables/2022-p068-financial-performance-1.24-y115.csv
