table_id,calendar_year,recid,symbol,page,schedule_number,base_schedule_number,fund_code,fund_name,table_kind,column_boundaries,row_count,csv_path
2018-p361-financial-position-6.6-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,361,6.6,6.6,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p361-financial-position-6.6-y140.csv
2018-p362-financial-performance-6.6-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,362,6.6,6.6,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p362-financial-performance-6.6-y115.csv
2018-p363-voluntary-contribution-receivable-6.6.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,363,6.6.1,6.6,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p363-voluntary-contribution-receivable-6.6.1-y087.csv
2018-p363-voluntary-contribution-6.6.1-y197,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,363,6.6.1,6.6,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",13,data/trust-fund-schedules/stage1/tables/2018-p363-voluntary-contribution-6.6.1-y197.csv
2018-p364-financial-position-6.7-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,364,6.7,6.7,GTA,Trust Fund for German Language Translation,financial_position,"[0.0, 310.88, 403.38, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p364-financial-position-6.7-y140.csv
2018-p365-financial-performance-6.7-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,365,6.7,6.7,GTA,Trust Fund for German Language Translation,financial_performance,"[0.0, 317.99, 411.04, 503.36, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p365-financial-performance-6.7-y115.csv
2018-p366-voluntary-contribution-6.7.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,366,6.7.1,6.7,GTA,Trust Fund for German Language Translation,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",11,data/trust-fund-schedules/stage1/tables/2018-p366-voluntary-contribution-6.7.1-y087.csv
2018-p367-financial-position-6.8-y146,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,367,6.8,6.8,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations system,financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p367-financial-position-6.8-y146.csv
2018-p368-financial-performance-6.8-y117,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,368,6.8,6.8,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations system,financial_performance,"[0.0, 313.71, 407.74, 502.01, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p368-financial-performance-6.8-y117.csv
2018-p369-voluntary-contribution-6.8.1-y098,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,369,6.8.1,6.8,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations system,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",8,data/trust-fund-schedules/stage1/tables/2018-p369-voluntary-contribution-6.8.1-y098.csv
2018-p370-financial-position-6.9-y146,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,370,6.9,6.9,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p370-financial-position-6.9-y146.csv
2018-p371-financial-performance-6.9-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,371,6.9,6.9,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p371-financial-performance-6.9-y115.csv
2018-p372-voluntary-contribution-6.9.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,372,6.9.1,6.9,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",8,data/trust-fund-schedules/stage1/tables/2018-p372-voluntary-contribution-6.9.1-y087.csv
2018-p373-financial-position-6.10-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,373,6.10,6.10,LEA,Library Endowment Fund,financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p373-financial-position-6.10-y140.csv
2018-p374-financial-performance-6.10-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,374,6.10,6.10,LEA,Library Endowment Fund,financial_performance,"[0.0, 319.09, 411.59, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p374-financial-performance-6.10-y115.csv
2018-p375-financial-position-6.11-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,375,6.11,6.11,LJA,Trust Fund for Special Projects of the Secretary-General,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p375-financial-position-6.11-y140.csv
2018-p376-financial-performance-6.11-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,376,6.11,6.11,LJA,Trust Fund for Special Projects of the Secretary-General,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p376-financial-performance-6.11-y115.csv
2018-p377-voluntary-contribution-receivable-6.11.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,377,6.11.1,6.11,LJA,Trust Fund for Special Projects of the Secretary-General,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",17,data/trust-fund-schedules/stage1/tables/2018-p377-voluntary-contribution-receivable-6.11.1-y087.csv
2018-p377-voluntary-contribution-6.11.1-y318,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,377,6.11.1,6.11,LJA,Trust Fund for Special Projects of the Secretary-General,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",32,data/trust-fund-schedules/stage1/tables/2018-p377-voluntary-contribution-6.11.1-y318.csv
2018-p378-other-transfer-allocation-contributions-6.11.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,378,6.11.1,6.11,LJA,Trust Fund for Special Projects of the Secretary-General,other_transfer_allocation_contributions,"[0.0, 210.29, 304.85, 404.36, 613.0]",5,data/trust-fund-schedules/stage1/tables/2018-p378-other-transfer-allocation-contributions-6.11.1-y087.csv
2018-p379-financial-position-6.12-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,379,6.12,6.12,LSS,Trust Fund for UNOG Local Support Services,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p379-financial-position-6.12-y140.csv
2018-p380-financial-performance-6.12-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,380,6.12,6.12,LSS,Trust Fund for UNOG Local Support Services,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",21,data/trust-fund-schedules/stage1/tables/2018-p380-financial-performance-6.12-y115.csv
2018-p381-voluntary-contribution-receivable-6.12.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,381,6.12.1,6.12,LSS,Trust Fund for UNOG Local Support Services,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",12,data/trust-fund-schedules/stage1/tables/2018-p381-voluntary-contribution-receivable-6.12.1-y087.csv
2018-p381-voluntary-contribution-6.12.1-y263,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,381,6.12.1,6.12,LSS,Trust Fund for UNOG Local Support Services,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",17,data/trust-fund-schedules/stage1/tables/2018-p381-voluntary-contribution-6.12.1-y263.csv
2018-p381-other-transfer-allocation-contributions-6.12.1-y504,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,381,6.12.1,6.12,LSS,Trust Fund for UNOG Local Support Services,other_transfer_allocation_contributions,"[0.0, 210.29, 304.85, 404.36, 613.0]",4,data/trust-fund-schedules/stage1/tables/2018-p381-other-transfer-allocation-contributions-6.12.1-y504.csv
2018-p382-financial-position-6.13-y146,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,382,6.13,6.13,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p382-financial-position-6.13-y146.csv
2018-p383-financial-performance-6.13-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,383,6.13,6.13,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p383-financial-performance-6.13-y115.csv
2018-p384-voluntary-contribution-receivable-6.13.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,384,6.13.1,6.13,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p384-voluntary-contribution-receivable-6.13.1-y087.csv
2018-p384-voluntary-contribution-6.13.1-y197,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,384,6.13.1,6.13,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",9,data/trust-fund-schedules/stage1/tables/2018-p384-voluntary-contribution-6.13.1-y197.csv
2018-p385-financial-position-6.14-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,385,6.14,6.14,SDP,Trust Fund for Sports for Development and Peace,financial_position,"[0.0, 310.89, 403.39, 498.53, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p385-financial-position-6.14-y140.csv
2018-p386-financial-performance-6.14-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,386,6.14,6.14,SDP,Trust Fund for Sports for Development and Peace,financial_performance,"[0.0, 319.09, 411.59, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p386-financial-performance-6.14-y115.csv
2018-p387-financial-position-6.15-y146,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,387,6.15,6.15,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p387-financial-position-6.15-y146.csv
2018-p388-financial-performance-6.15-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,388,6.15,6.15,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p388-financial-performance-6.15-y115.csv
2018-p389-other-transfer-allocation-contributions-6.15.1-y109,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,389,6.15.1,6.15,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),other_transfer_allocation_contributions,"[0.0, 210.29, 304.85, 404.36, 613.0]",4,data/trust-fund-schedules/stage1/tables/2018-p389-other-transfer-allocation-contributions-6.15.1-y109.csv
2018-p390-financial-position-6.16-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,390,6.16,6.16,UGA,Trust Fund for Security of Staff Members of the United Nations System,financial_position,"[0.0, 310.89, 403.39, 498.53, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p390-financial-position-6.16-y140.csv
2018-p391-financial-performance-6.16-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,391,6.16,6.16,UGA,Trust Fund for Security of Staff Members of the United Nations System,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p391-financial-performance-6.16-y115.csv
2018-p392-other-transfer-allocation-internal-transfers-6.16.1-y108,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,392,6.16.1,6.16,UGA,Trust Fund for Security of Staff Members of the United Nations System,other_transfer_allocation_internal_transfers,"[0.0, 207.84, 325.68, 428.94, 613.0]",5,data/trust-fund-schedules/stage1/tables/2018-p392-other-transfer-allocation-internal-transfers-6.16.1-y108.csv
2018-p393-financial-position-6.17-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,393,6.17,6.17,UNN,Trust Fund for UNON Extrabudgetary,financial_position,"[0.0, 302.59, 399.24, 498.53, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p393-financial-position-6.17-y140.csv
2018-p394-financial-performance-6.17-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,394,6.17,6.17,UNN,Trust Fund for UNON Extrabudgetary,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p394-financial-performance-6.17-y115.csv
2018-p395-voluntary-contribution-receivable-6.17.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,395,6.17.1,6.17,UNN,Trust Fund for UNON Extrabudgetary,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p395-voluntary-contribution-receivable-6.17.1-y087.csv
2018-p395-voluntary-contribution-6.17.1-y197,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,395,6.17.1,6.17,UNN,Trust Fund for UNON Extrabudgetary,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",8,data/trust-fund-schedules/stage1/tables/2018-p395-voluntary-contribution-6.17.1-y197.csv
2018-p396-financial-position-6.18-y146,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,396,6.18,6.18,YFA,Trust Fund for Assistance in the Training of United Nations Staff in the French Language,financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p396-financial-position-6.18-y146.csv
2018-p397-financial-performance-6.18-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,397,6.18,6.18,YFA,Trust Fund for Assistance in the Training of United Nations Staff in the French Language,financial_performance,"[0.0, 319.09, 411.59, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p397-financial-performance-6.18-y115.csv
2018-p398-financial-position-6.19-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,398,6.19,6.19,YRA,Trust Fund for Will and Gift to the UN,financial_position,"[0.0, 302.59, 399.24, 498.53, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p398-financial-position-6.19-y140.csv
2018-p399-financial-performance-6.19-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,399,6.19,6.19,YRA,Trust Fund for Will and Gift to the UN,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p399-financial-performance-6.19-y115.csv
2018-p400-voluntary-contribution-receivable-6.19.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,400,6.19.1,6.19,YRA,Trust Fund for Will and Gift to the UN,voluntary_contribution_receivable,"[0.0, 215.13, 308.43, 408.68, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p400-voluntary-contribution-receivable-6.19.1-y087.csv
2018-p400-voluntary-contribution-6.19.1-y196,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,400,6.19.1,6.19,YRA,Trust Fund for Will and Gift to the UN,voluntary_contribution,"[0.0, 205.49, 317.87, 416.14, 502.83, 613.0]",14,data/trust-fund-schedules/stage1/tables/2018-p400-voluntary-contribution-6.19.1-y196.csv
2018-p401-financial-position-6.20-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,401,6.20,6.20,DUN,Trust Fund for Digital Agenda,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p401-financial-position-6.20-y140.csv
2018-p402-financial-performance-6.20-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,402,6.20,6.20,DUN,Trust Fund for Digital Agenda,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p402-financial-performance-6.20-y115.csv
2018-p403-voluntary-contribution-receivable-6.20.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,403,6.20.1,6.20,DUN,Trust Fund for Digital Agenda,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p403-voluntary-contribution-receivable-6.20.1-y087.csv
2018-p403-voluntary-contribution-6.20.1-y197,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,403,6.20.1,6.20,DUN,Trust Fund for Digital Agenda,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",8,data/trust-fund-schedules/stage1/tables/2018-p403-voluntary-contribution-6.20.1-y197.csv
2018-p404-financial-position-6.21-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,404,6.21,6.21,CFE,Trust Fund for ECA Construction,financial_position,"[0.0, 310.89, 403.39, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p404-financial-position-6.21-y140.csv
2018-p405-financial-performance-6.21-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,405,6.21,6.21,CFE,Trust Fund for ECA Construction,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p405-financial-performance-6.21-y115.csv
2018-p406-voluntary-contribution-6.21.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,406,6.21.1,6.21,CFE,Trust Fund for ECA Construction,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",10,data/trust-fund-schedules/stage1/tables/2018-p406-voluntary-contribution-6.21.1-y087.csv
2018-p407-financial-position-6.22-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,407,6.22,6.22,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,financial_position,"[0.0, 302.58, 399.23, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p407-financial-position-6.22-y140.csv
2018-p408-financial-performance-6.22-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,408,6.22,6.22,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,financial_performance,"[0.0, 318.0, 411.05, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p408-financial-performance-6.22-y115.csv
2018-p409-voluntary-contribution-receivable-6.22.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,409,6.22.1,6.22,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",15,data/trust-fund-schedules/stage1/tables/2018-p409-voluntary-contribution-receivable-6.22.1-y087.csv
2018-p409-voluntary-contribution-6.22.1-y296,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,409,6.22.1,6.22,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",32,data/trust-fund-schedules/stage1/tables/2018-p409-voluntary-contribution-6.22.1-y296.csv
2018-p410-financial-position-7.1-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,410,7.1,7.1,QGA,United Nations Fund for International Partnership (UNFIP),financial_position,"[0.0, 302.59, 399.24, 498.52, 613.0]",38,data/trust-fund-schedules/stage1/tables/2018-p410-financial-position-7.1-y140.csv
2018-p411-financial-performance-7.1-y120,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,411,7.1,7.1,QGA,United Nations Fund for International Partnership (UNFIP),financial_performance,"[0.0, 262.99, 359.64, 458.93, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p411-financial-performance-7.1-y120.csv
2018-p412-voluntary-contribution-receivable-7.1.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,412,7.1.1,7.1,QGA,United Nations Fund for International Partnership (UNFIP),voluntary_contribution_receivable,"[0.0, 210.33, 304.83, 406.34, 613.0]",6,data/trust-fund-schedules/stage1/tables/2018-p412-voluntary-contribution-receivable-7.1.1-y087.csv
2018-p412-voluntary-contribution-7.1.1-y197,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,412,7.1.1,7.1,QGA,United Nations Fund for International Partnership (UNFIP),voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",8,data/trust-fund-schedules/stage1/tables/2018-p412-voluntary-contribution-7.1.1-y197.csv
2018-p413-financial-position-7.2-y140,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,413,7.2,7.2,QGB,Trust Fund for Partnerships,financial_position,"[0.0, 310.89, 403.39, 498.53, 613.0]",37,data/trust-fund-schedules/stage1/tables/2018-p413-financial-position-7.2-y140.csv
2018-p414-financial-performance-7.2-y115,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,414,7.2,7.2,QGB,Trust Fund for Partnerships,financial_performance,"[0.0, 318.0, 411.04, 503.37, 613.0]",20,data/trust-fund-schedules/stage1/tables/2018-p414-financial-performance-7.2-y115.csv
2018-p415-voluntary-contribution-7.2.1-y087,2018,3930166.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2018,415,7.2.1,7.2,QGB,Trust Fund for Partnerships,voluntary_contribution,"[0.0, 200.69, 314.27, 413.86, 501.81, 613.0]",11,data/trust-fund-schedules/stage1/tables/2018-p415-voluntary-contribution-7.2.1-y087.csv
2019-p012-financial-position-1.1-y145,2019,3875594.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2019,12,1.1,1.1,ANC,Trust Fund for the Promotion of Social and Economic Development in Afghanistan,financial_position,"[0.0, 311.04, 403.54, 498.57, 613.0]",37,data/trust-fund-schedules/stage1/tables/2019-p012-financial-position-1.1-y145.csv
2019-p013-financial-performance-1.1-y114,2019,3875594.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2019,13,1.1,1.1,ANC,Trust Fund for the Promotion of Social and Economic Development in Afghanistan,financial_performance,"[0.0, 316.71, 409.21, 500.21, 613.0]",21,data/trust-fund-schedules/stage1/tables/2019-p013-financial-performance-1.1-y114.csv
2019-p014-financial-position-1.2-y145,2019,3875594.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2019,14,1.2,1.2,CAF,Trust Fund in Support of Peace and Security in the Central African Republic,financial_position,"[0.0, 311.04, 403.54, 498.57, 613.0]",38,data/trust-fund-schedules/stage1/tables/2019-p014-financial-position-1.2-y145.csv
